"message.id","sender.id","receiver.id","time","type","weight"
0,1,1,-0.0738645048055864,"add.actor",1
0,2,2,-0.0738645048055864,"add.actor",1
0,3,3,-0.0738645048055864,"add.actor",1
0,4,4,-0.0738645048055864,"add.actor",1
0,5,5,-0.0738645048055864,"add.actor",1
0,6,6,-0.0738645048055864,"add.actor",1
0,7,7,-0.0738645048055864,"add.actor",1
0,8,8,-0.0738645048055864,"add.actor",1
0,9,9,-0.0738645048055864,"add.actor",1
0,10,10,-0.0738645048055864,"add.actor",1
0,11,11,-0.0738645048055864,"add.actor",1
0,12,12,-0.0738645048055864,"add.actor",1
0,13,13,-0.0738645048055864,"add.actor",1
0,14,14,-0.0738645048055864,"add.actor",1
0,15,15,-0.0738645048055864,"add.actor",1
0,16,16,-0.0738645048055864,"add.actor",1
0,17,17,-0.0738645048055864,"add.actor",1
0,18,18,-0.0738645048055864,"add.actor",1
0,19,19,-0.0738645048055864,"add.actor",1
0,20,20,-0.0738645048055864,"add.actor",1
0,1,1,-0.0738645048055864,"is.group",1
0,2,2,-0.0738645048055864,"is.group",1
0,4,4,-0.0738645048055864,"is.group",1
0,5,5,-0.0738645048055864,"is.group",1
0,6,6,-0.0738645048055864,"is.group",1
0,10,10,-0.0738645048055864,"is.group",1
0,11,11,-0.0738645048055864,"is.group",1
0,12,12,-0.0738645048055864,"is.group",1
0,13,13,-0.0738645048055864,"is.group",1
0,17,17,-0.0738645048055864,"is.group",1
0,19,19,-0.0738645048055864,"is.group",1
0,20,20,-0.0738645048055864,"is.group",1
0,1,1,-0.0738645048055864,"active",-2.12083461557776
0,2,2,-0.0738645048055864,"active",-0.216254061059328
0,3,3,-0.0738645048055864,"active",0.147959473580531
0,4,4,-0.0738645048055864,"active",1.24957719991449
0,5,5,-0.0738645048055864,"active",0.280568359934578
0,6,6,-0.0738645048055864,"active",-1.14646808129125
0,7,7,-0.0738645048055864,"active",-0.102747437414346
0,8,8,-0.0738645048055864,"active",-0.201344778962664
0,9,9,-0.0738645048055864,"active",1.3386777416044
0,10,10,-0.0738645048055864,"active",0.746457106128525
0,11,11,-0.0738645048055864,"active",-1.71685900924255
0,12,12,-0.0738645048055864,"active",1.18050145942296
0,13,13,-0.0738645048055864,"active",-0.693968355414185
0,14,14,-0.0738645048055864,"active",0.429736153289605
0,15,15,-0.0738645048055864,"active",-0.41882435459186
0,16,16,-0.0738645048055864,"active",-0.185739385982534
0,17,17,-0.0738645048055864,"active",0.403901479661644
0,18,18,-0.0738645048055864,"active",0.231551373424304
0,19,19,-0.0738645048055864,"active",-1.24222649770302
0,20,20,-0.0738645048055864,"active",-1.08741246905039
1,11,8,0.926135495194414,"email",1
2,20,9,1.26084046737415,"email",1
3,15,16,1.40508023714564,"email",1
4,9,18,1.49340276293625,"email",1
5,2,10,1.57850667590908,"email",1
