"message.id","sender.id","receiver.id","time","type","weight"
0,1,1,-0.499525647962379,"add.actor",1
0,2,2,-0.499525647962379,"add.actor",1
0,3,3,-0.499525647962379,"add.actor",1
0,4,4,-0.499525647962379,"add.actor",1
0,5,5,-0.499525647962379,"add.actor",1
0,6,6,-0.499525647962379,"add.actor",1
0,7,7,-0.499525647962379,"add.actor",1
0,8,8,-0.499525647962379,"add.actor",1
0,9,9,-0.499525647962379,"add.actor",1
0,10,10,-0.499525647962379,"add.actor",1
0,11,11,-0.499525647962379,"add.actor",1
0,12,12,-0.499525647962379,"add.actor",1
0,13,13,-0.499525647962379,"add.actor",1
0,14,14,-0.499525647962379,"add.actor",1
0,15,15,-0.499525647962379,"add.actor",1
0,16,16,-0.499525647962379,"add.actor",1
0,17,17,-0.499525647962379,"add.actor",1
0,18,18,-0.499525647962379,"add.actor",1
0,19,19,-0.499525647962379,"add.actor",1
0,20,20,-0.499525647962379,"add.actor",1
0,3,3,-0.499525647962379,"is.group",1
0,6,6,-0.499525647962379,"is.group",1
0,8,8,-0.499525647962379,"is.group",1
0,11,11,-0.499525647962379,"is.group",1
0,12,12,-0.499525647962379,"is.group",1
0,14,14,-0.499525647962379,"is.group",1
0,15,15,-0.499525647962379,"is.group",1
0,16,16,-0.499525647962379,"is.group",1
0,17,17,-0.499525647962379,"is.group",1
0,18,18,-0.499525647962379,"is.group",1
0,19,19,-0.499525647962379,"is.group",1
0,1,1,-0.499525647962379,"active",0.769770095605645
0,2,2,-0.499525647962379,"active",0.117149987242643
0,3,3,-0.499525647962379,"active",-0.212249766262819
0,4,4,-0.499525647962379,"active",0.614160112682264
0,5,5,-0.499525647962379,"active",1.33721003784547
0,6,6,-0.499525647962379,"active",0.403573390941084
0,7,7,-0.499525647962379,"active",1.79323125323249
0,8,8,-0.499525647962379,"active",-0.907193375985873
0,9,9,-0.499525647962379,"active",-0.875306145493958
0,10,10,-0.499525647962379,"active",-0.52316021321569
0,11,11,-0.499525647962379,"active",0.598677934622701
0,12,12,-0.499525647962379,"active",-0.760824782609245
0,13,13,-0.499525647962379,"active",-0.113807426091017
0,14,14,-0.499525647962379,"active",-0.348679075911913
0,15,15,-0.499525647962379,"active",-0.954566894356523
0,16,16,-0.499525647962379,"active",-1.34212831049839
0,17,17,-0.499525647962379,"active",-0.731250562502347
0,18,18,-0.499525647962379,"active",-1.73221846333545
0,19,19,-0.499525647962379,"active",1.11724089468073
0,20,20,-0.499525647962379,"active",0.344089567992749
1,1,20,0.500474352037621,"email",1
2,4,3,0.537353135164883,"email",1
3,10,19,0.804779375128751,"email",1
4,15,19,0.819090035863303,"email",1
5,6,15,1.42412806403637,"email",1
6,3,6,1.87419850485091,"email",1
7,18,14,2.01837706954191,"email",1
8,15,1,2.30624347660081,"email",1
8,15,6,2.30624347660081,"email",1
9,20,16,2.52211575142484,"email",1
10,7,20,2.54886417188658,"email",1
10,7,1,2.54886417188658,"email",1
11,15,1,2.68301270399545,"email",1
12,5,11,2.76148901736768,"email",1
13,15,8,2.9165863235829,"email",1
14,3,13,3.45178153091733,"email",1
15,12,17,4.30404943737669,"email",1
16,9,1,4.98113324400843,"email",1
16,9,2,4.98113324400843,"email",1
17,4,11,5.12296508551476,"email",1
