"message.id","sender.id","receiver.id","time","type","weight"
0,1,1,-0.881755054812818,"add.actor",1
0,2,2,-0.881755054812818,"add.actor",1
0,3,3,-0.881755054812818,"add.actor",1
0,4,4,-0.881755054812818,"add.actor",1
0,5,5,-0.881755054812818,"add.actor",1
0,6,6,-0.881755054812818,"add.actor",1
0,7,7,-0.881755054812818,"add.actor",1
0,8,8,-0.881755054812818,"add.actor",1
0,9,9,-0.881755054812818,"add.actor",1
0,10,10,-0.881755054812818,"add.actor",1
0,11,11,-0.881755054812818,"add.actor",1
0,12,12,-0.881755054812818,"add.actor",1
0,13,13,-0.881755054812818,"add.actor",1
0,14,14,-0.881755054812818,"add.actor",1
0,15,15,-0.881755054812818,"add.actor",1
0,16,16,-0.881755054812818,"add.actor",1
0,17,17,-0.881755054812818,"add.actor",1
0,18,18,-0.881755054812818,"add.actor",1
0,19,19,-0.881755054812818,"add.actor",1
0,20,20,-0.881755054812818,"add.actor",1
0,1,1,-0.881755054812818,"is.group",1
0,2,2,-0.881755054812818,"is.group",1
0,6,6,-0.881755054812818,"is.group",1
0,9,9,-0.881755054812818,"is.group",1
0,11,11,-0.881755054812818,"is.group",1
0,15,15,-0.881755054812818,"is.group",1
0,18,18,-0.881755054812818,"is.group",1
0,19,19,-0.881755054812818,"is.group",1
0,20,20,-0.881755054812818,"is.group",1
0,1,1,-0.881755054812818,"active",-0.384299925785113
0,2,2,-0.881755054812818,"active",1.38738147663959
0,3,3,-0.881755054812818,"active",1.29257384530293
0,4,4,-0.881755054812818,"active",-0.906389103608477
0,5,5,-0.881755054812818,"active",-1.4509324257553
0,6,6,-0.881755054812818,"active",0.113273012857189
0,7,7,-0.881755054812818,"active",0.885166031127966
0,8,8,-0.881755054812818,"active",0.05164858935096
0,9,9,-0.881755054812818,"active",0.0151590140349759
0,10,10,-0.881755054812818,"active",-1.52215764098246
0,11,11,-0.881755054812818,"active",-1.03758396375493
0,12,12,-0.881755054812818,"active",0.804962394176292
0,13,13,-0.881755054812818,"active",0.0828677998091427
0,14,14,-0.881755054812818,"active",-0.800848746972328
0,15,15,-0.881755054812818,"active",-0.841726293426795
0,16,16,-0.881755054812818,"active",-2.06441092468114
0,17,17,-0.881755054812818,"active",-0.183289697626971
0,18,18,-0.881755054812818,"active",-1.19763066976897
0,19,19,-0.881755054812818,"active",-0.828304889709518
0,20,20,-0.881755054812818,"active",-1.71022192406357
1,17,2,0.118244945187182,"email",1
2,12,20,0.260165392828585,"email",1
3,3,16,0.316797471604988,"email",1
3,3,11,0.316797471604988,"email",1
4,9,17,0.703092985611497,"email",1
5,13,18,0.824135543413389,"email",1
6,5,2,1.67177161828594,"email",1
7,13,10,1.83875895944543,"email",1
8,7,5,1.95198014644063,"email",1
9,7,8,2.00955731516913,"email",1
10,10,15,2.15452945492759,"email",1
10,10,4,2.15452945492759,"email",1
11,19,3,2.33122973975991,"email",1
12,14,2,2.36733464786398,"email",1
13,3,5,2.84006096245756,"email",1
14,4,15,2.90328325591215,"email",1
15,15,5,3.70575796220902,"email",1
16,19,1,3.76503346219213,"email",1
17,2,7,3.79173049850818,"email",1
18,9,3,3.87235166879002,"email",1
19,17,3,3.89133222666151,"email",1
20,5,15,4.36796710246809,"email",1
21,6,18,4.57702136647741,"email",1
22,6,18,4.75713647534953,"email",1
23,1,10,4.77084513392738,"email",1
24,4,10,4.78005903729657,"email",1
25,10,3,4.89585428292862,"email",1
26,16,6,5.01031564116016,"email",1
27,6,18,5.18166483817712,"email",1
28,17,18,5.18191937160906,"email",1
29,2,18,5.2605006303875,"email",1
30,4,3,5.65450926322899,"email",1
31,10,9,5.71123816934698,"email",1
32,12,9,5.97028345220767,"email",1
33,14,13,6.10803215656652,"email",1
34,2,8,6.22173359894688,"email",1
34,2,5,6.22173359894688,"email",1
35,15,19,6.38657970141788,"email",1
35,15,9,6.38657970141788,"email",1
36,13,17,6.74684424258891,"email",1
37,1,11,7.86876067978957,"email",1
38,3,15,7.93094569058675,"email",1
39,20,15,9.09551390982751,"email",1
40,2,19,9.11868010144025,"email",1
41,15,12,9.60529288438115,"email",1
42,2,11,9.81354666590688,"email",1
43,1,4,9.99960741481969,"email",1
43,1,10,9.99960741481969,"email",1
44,4,8,10.2482990527573,"email",1
45,3,9,10.6174484228327,"email",1
46,16,4,10.8156589599724,"email",1
47,9,18,11.8057790977635,"email",1
48,18,20,12.0198851426935,"email",1
49,18,2,12.0295775607724,"email",1
49,18,3,12.0295775607724,"email",1
50,2,9,12.1980884234411,"email",1
51,1,13,12.5544924774698,"email",1
52,8,13,12.766839265382,"email",1
53,9,11,12.8320805653462,"email",1
54,1,7,12.9197620858269,"email",1
55,7,14,13.2819305623173,"email",1
55,7,16,13.2819305623173,"email",1
56,12,19,13.4169269134665,"email",1
57,18,9,13.8157696542931,"email",1
58,13,4,14.0011906384532,"email",1
58,13,20,14.0011906384532,"email",1
59,9,7,14.5215318404862,"email",1
60,15,16,14.7551027673406,"email",1
61,8,17,14.8747229278239,"email",1
62,10,16,14.9643031774945,"email",1
63,4,2,15.3341434578791,"email",1
64,6,7,15.3642652656474,"email",1
65,2,13,15.762013714666,"email",1
66,19,10,16.1637424992638,"email",1
67,1,20,16.1702340932097,"email",1
68,1,15,16.1993117941606,"email",1
69,5,16,16.2783341242531,"email",1
69,5,10,16.2783341242531,"email",1
70,15,8,16.5843002728276,"email",1
71,5,8,17.2957050806739,"email",1
72,13,3,17.536933099385,"email",1
73,4,16,17.616768566516,"email",1
74,15,9,18.7312322881634,"email",1
75,16,13,18.7888376762561,"email",1
75,16,20,18.7888376762561,"email",1
76,7,5,19.1491868594954,"email",1
77,13,20,19.173902821788,"email",1
77,13,3,19.173902821788,"email",1
78,19,9,19.8746997017487,"email",1
79,3,10,20.3436405086592,"email",1
80,4,20,20.6640830228781,"email",1
81,2,3,20.8029382858908,"email",1
82,16,11,20.9783276523779,"email",1
83,13,14,22.033036448401,"email",1
84,7,6,22.1591180845809,"email",1
85,4,6,22.6595307543147,"email",1
85,4,18,22.6595307543147,"email",1
86,6,1,22.7024595941394,"email",1
87,17,1,22.7365694406058,"email",1
87,17,5,22.7365694406058,"email",1
88,3,19,22.8815616166428,"email",1
89,19,5,22.9177297360678,"email",1
89,19,3,22.9177297360678,"email",1
90,19,13,22.957208524013,"email",1
90,19,2,22.957208524013,"email",1
91,15,1,22.9834213785746,"email",1
92,4,16,23.0736169244461,"email",1
93,18,17,23.0769858170318,"email",1
94,19,3,23.5531009641009,"email",1
95,10,5,23.7082001676722,"email",1
96,13,2,23.7314114393183,"email",1
96,13,6,23.7314114393183,"email",1
97,18,13,23.9100609104713,"email",1
98,16,7,23.9220872167999,"email",1
98,16,12,23.9220872167999,"email",1
99,14,2,24.307255642955,"email",1
100,5,1,24.4357426234625,"email",1
101,8,5,24.652920133474,"email",1
102,16,19,24.7777963356523,"email",1
