"mr_level_pct","replicate","seed","eps_factor","eps_max","n_mr_rows","n_rows","statistic","estimate","se","elapsed_sec"
0,1,20260522,0.1,3.96537501501371e-07,0,2000,"baseline",-4.89871917966624,0.05780238109852,1.82214617729187
0,1,20260522,0.1,3.96537501501371e-07,0,2000,"inertia",0.0231122725308014,0.00706000594567766,1.82214617729187
0,1,20260522,0.1,3.96537501501371e-07,0,2000,"reciprocity",0.097129809696307,0.0068105128267052,1.82214617729187
0,1,20260522,0.1,3.96537501501371e-07,0,2000,"otp",0.029465163104945,0.00116267675013257,1.82214617729187
0,1,20260522,0.1,3.96537501501371e-07,0,2000,"difference_active",0.0791425083695594,0.0399707904641859,1.82214617729187
0,1,20260522,0.1,3.96537501501371e-07,0,2000,"same_group",0.371036404555016,0.0526205319576314,1.82214617729187
0,2,20260523,0.1,3.96537501501371e-07,0,2000,"baseline",-4.89871917966624,0.05780238109852,1.49473190307617
0,2,20260523,0.1,3.96537501501371e-07,0,2000,"inertia",0.0231122725308014,0.00706000594567766,1.49473190307617
0,2,20260523,0.1,3.96537501501371e-07,0,2000,"reciprocity",0.097129809696307,0.0068105128267052,1.49473190307617
0,2,20260523,0.1,3.96537501501371e-07,0,2000,"otp",0.029465163104945,0.00116267675013257,1.49473190307617
0,2,20260523,0.1,3.96537501501371e-07,0,2000,"difference_active",0.0791425083695594,0.0399707904641859,1.49473190307617
0,2,20260523,0.1,3.96537501501371e-07,0,2000,"same_group",0.371036404555016,0.0526205319576314,1.49473190307617
0,3,20260524,0.1,3.96537501501371e-07,0,2000,"baseline",-4.89871917966624,0.05780238109852,1.47881984710693
0,3,20260524,0.1,3.96537501501371e-07,0,2000,"inertia",0.0231122725308014,0.00706000594567766,1.47881984710693
0,3,20260524,0.1,3.96537501501371e-07,0,2000,"reciprocity",0.097129809696307,0.0068105128267052,1.47881984710693
0,3,20260524,0.1,3.96537501501371e-07,0,2000,"otp",0.029465163104945,0.00116267675013257,1.47881984710693
0,3,20260524,0.1,3.96537501501371e-07,0,2000,"difference_active",0.0791425083695594,0.0399707904641859,1.47881984710693
0,3,20260524,0.1,3.96537501501371e-07,0,2000,"same_group",0.371036404555016,0.0526205319576314,1.47881984710693
0,4,20260525,0.1,3.96537501501371e-07,0,2000,"baseline",-4.89871917966624,0.05780238109852,1.63590598106384
0,4,20260525,0.1,3.96537501501371e-07,0,2000,"inertia",0.0231122725308014,0.00706000594567766,1.63590598106384
0,4,20260525,0.1,3.96537501501371e-07,0,2000,"reciprocity",0.097129809696307,0.0068105128267052,1.63590598106384
0,4,20260525,0.1,3.96537501501371e-07,0,2000,"otp",0.029465163104945,0.00116267675013257,1.63590598106384
0,4,20260525,0.1,3.96537501501371e-07,0,2000,"difference_active",0.0791425083695594,0.0399707904641859,1.63590598106384
0,4,20260525,0.1,3.96537501501371e-07,0,2000,"same_group",0.371036404555016,0.0526205319576314,1.63590598106384
0,5,20260526,0.1,3.96537501501371e-07,0,2000,"baseline",-4.89871917966624,0.05780238109852,1.75286602973938
0,5,20260526,0.1,3.96537501501371e-07,0,2000,"inertia",0.0231122725308014,0.00706000594567766,1.75286602973938
0,5,20260526,0.1,3.96537501501371e-07,0,2000,"reciprocity",0.097129809696307,0.0068105128267052,1.75286602973938
0,5,20260526,0.1,3.96537501501371e-07,0,2000,"otp",0.029465163104945,0.00116267675013257,1.75286602973938
0,5,20260526,0.1,3.96537501501371e-07,0,2000,"difference_active",0.0791425083695594,0.0399707904641859,1.75286602973938
0,5,20260526,0.1,3.96537501501371e-07,0,2000,"same_group",0.371036404555016,0.0526205319576314,1.75286602973938
2,1,20262522,0.1,3.96537501501371e-07,80,2040,"baseline",-4.87621891681269,0.0571480113844023,1.76335215568542
2,1,20262522,0.1,3.96537501501371e-07,80,2040,"inertia",0.0253311052647596,0.0069764501062203,1.76335215568542
2,1,20262522,0.1,3.96537501501371e-07,80,2040,"reciprocity",0.094879377721319,0.00672321520537949,1.76335215568542
2,1,20262522,0.1,3.96537501501371e-07,80,2040,"otp",0.0286689568780623,0.00112724797180875,1.76335215568542
2,1,20262522,0.1,3.96537501501371e-07,80,2040,"difference_active",0.081756087880081,0.0395474748384179,1.76335215568542
2,1,20262522,0.1,3.96537501501371e-07,80,2040,"same_group",0.360787393701103,0.0518376041141128,1.76335215568542
2,2,20262523,0.1,3.96537501501371e-07,80,2040,"baseline",-4.87619250841859,0.0571478888017042,1.68246507644653
2,2,20262523,0.1,3.96537501501371e-07,80,2040,"inertia",0.0253334288853842,0.00697647917258484,1.68246507644653
2,2,20262523,0.1,3.96537501501371e-07,80,2040,"reciprocity",0.0948784570755555,0.00672324784712752,1.68246507644653
2,2,20262523,0.1,3.96537501501371e-07,80,2040,"otp",0.0286676861509147,0.00112725247978521,1.68246507644653
2,2,20262523,0.1,3.96537501501371e-07,80,2040,"difference_active",0.0817568892638131,0.0395474787767784,1.68246507644653
2,2,20262523,0.1,3.96537501501371e-07,80,2040,"same_group",0.360797048977099,0.0518375575025207,1.68246507644653
2,3,20262524,0.1,3.96537501501371e-07,80,2040,"baseline",-4.8762717387531,0.0571482566382145,1.73489713668823
2,3,20262524,0.1,3.96537501501371e-07,80,2040,"inertia",0.0253264601933963,0.00697639170156243,1.73489713668823
2,3,20262524,0.1,3.96537501501371e-07,80,2040,"reciprocity",0.0948812174035155,0.00672314963454316,1.73489713668823
2,3,20262524,0.1,3.96537501501371e-07,80,2040,"otp",0.0286714982263891,0.00112723895630741,1.73489713668823
2,3,20262524,0.1,3.96537501501371e-07,80,2040,"difference_active",0.0817544852502566,0.0395474670011055,1.73489713668823
2,3,20262524,0.1,3.96537501501371e-07,80,2040,"same_group",0.360768086801029,0.0518376974420722,1.73489713668823
2,4,20262525,0.1,3.96537501501371e-07,80,2040,"baseline",-4.87624532367604,0.0571481339364602,1.76060009002686
2,4,20262525,0.1,3.96537501501371e-07,80,2040,"inertia",0.0253287836393436,0.00697642079632105,1.76060009002686
2,4,20262525,0.1,3.96537501501371e-07,80,2040,"reciprocity",0.094880296917574,0.00672318230745377,1.76060009002686
2,4,20262525,0.1,3.96537501501371e-07,80,2040,"otp",0.0286702274952351,0.00112724346290151,1.76060009002686
2,4,20262525,0.1,3.96537501501371e-07,80,2040,"difference_active",0.0817552861036259,0.0395474709016373,1.76060009002686
2,4,20262525,0.1,3.96537501501371e-07,80,2040,"same_group",0.360777737883735,0.0518376507283664,1.76060009002686
2,5,20262526,0.1,3.96537501501371e-07,80,2040,"baseline",-4.87627173259278,0.0571482565045046,1.76827311515808
2,5,20262526,0.1,3.96537501501371e-07,80,2040,"inertia",0.0253264610653166,0.00697639156396282,1.76827311515808
2,5,20262526,0.1,3.96537501501371e-07,80,2040,"reciprocity",0.0948812170829807,0.00672314949337543,1.76827311515808
2,5,20262526,0.1,3.96537501501371e-07,80,2040,"otp",0.028671498174798,0.00112723895425898,1.76827311515808
2,5,20262526,0.1,3.96537501501371e-07,80,2040,"difference_active",0.0817544844835902,0.039547466957573,1.76827311515808
2,5,20262526,0.1,3.96537501501371e-07,80,2040,"same_group",0.360768081514266,0.0518376973446321,1.76827311515808
