"message.id","sender.id","receiver.id","time","type","weight"
0,1,1,-0.297551033212186,"add.actor",1
0,2,2,-0.297551033212186,"add.actor",1
0,3,3,-0.297551033212186,"add.actor",1
0,4,4,-0.297551033212186,"add.actor",1
0,5,5,-0.297551033212186,"add.actor",1
0,6,6,-0.297551033212186,"add.actor",1
0,7,7,-0.297551033212186,"add.actor",1
0,8,8,-0.297551033212186,"add.actor",1
0,9,9,-0.297551033212186,"add.actor",1
0,10,10,-0.297551033212186,"add.actor",1
0,11,11,-0.297551033212186,"add.actor",1
0,12,12,-0.297551033212186,"add.actor",1
0,13,13,-0.297551033212186,"add.actor",1
0,14,14,-0.297551033212186,"add.actor",1
0,15,15,-0.297551033212186,"add.actor",1
0,16,16,-0.297551033212186,"add.actor",1
0,17,17,-0.297551033212186,"add.actor",1
0,18,18,-0.297551033212186,"add.actor",1
0,19,19,-0.297551033212186,"add.actor",1
0,20,20,-0.297551033212186,"add.actor",1
0,1,1,-0.297551033212186,"is.group",1
0,2,2,-0.297551033212186,"is.group",1
0,6,6,-0.297551033212186,"is.group",1
0,8,8,-0.297551033212186,"is.group",1
0,13,13,-0.297551033212186,"is.group",1
0,17,17,-0.297551033212186,"is.group",1
0,1,1,-0.297551033212186,"active",1.85631757723808
0,2,2,-0.297551033212186,"active",0.205118431846441
0,3,3,-0.297551033212186,"active",0.461470934224412
0,4,4,-0.297551033212186,"active",0.38661921579148
0,5,5,-0.297551033212186,"active",-0.171929405706392
0,6,6,-0.297551033212186,"active",0.21978095236987
0,7,7,-0.297551033212186,"active",0.820813036482017
0,8,8,-0.297551033212186,"active",-0.0556425750035487
0,9,9,-0.297551033212186,"active",0.281434003216619
0,10,10,-0.297551033212186,"active",-0.693398475882489
0,11,11,-0.297551033212186,"active",0.244825358303384
0,12,12,-0.297551033212186,"active",0.784020411118607
0,13,13,-0.297551033212186,"active",-0.195245796934741
0,14,14,-0.297551033212186,"active",0.729087734192006
0,15,15,-0.297551033212186,"active",0.753736037210124
0,16,16,-0.297551033212186,"active",-1.07864656205903
0,17,17,-0.297551033212186,"active",0.551073449237894
0,18,18,-0.297551033212186,"active",-0.0510097551298716
0,19,19,-0.297551033212186,"active",-0.698266033356211
0,20,20,-0.297551033212186,"active",0.594033026019488
1,13,20,0.702448966787814,"email",1
2,15,11,1.00398886970684,"email",1
3,4,20,1.08137385736722,"email",1
4,16,20,1.52614064496748,"email",1
5,8,7,1.60505479359883,"email",1
6,1,6,1.93620208438478,"email",1
7,17,18,2.73115986619294,"email",1
8,14,10,3.12176193757232,"email",1
8,14,17,3.12176193757232,"email",1
9,19,17,3.54725478258773,"email",1
10,4,8,3.64103587603561,"email",1
11,18,16,4.0281528003015,"email",1
12,14,15,4.06793653643318,"email",1
13,9,17,4.47692386131672,"email",1
14,16,18,4.92316435385673,"email",1
14,16,12,4.92316435385673,"email",1
15,12,4,4.953258176386,"email",1
16,13,18,5.06205662533211,"email",1
16,13,20,5.06205662533211,"email",1
17,10,9,5.1552389432143,"email",1
18,20,17,5.71978885700978,"email",1
18,20,4,5.71978885700978,"email",1
19,18,8,6.10483676685024,"email",1
20,7,12,6.22961343214272,"email",1
21,3,16,6.43340104529755,"email",1
22,14,6,6.45126771932761,"email",1
23,14,17,6.79507875522985,"email",1
24,3,9,7.188979045823,"email",1
25,10,17,7.63595753561088,"email",1
25,10,13,7.63595753561088,"email",1
26,3,12,7.7101106065405,"email",1
27,11,4,7.86280470834318,"email",1
28,11,17,7.99085971787964,"email",1
29,6,9,8.1965327503858,"email",1
30,18,1,8.95337479881665,"email",1
31,9,3,9.21624479830396,"email",1
31,9,20,9.21624479830396,"email",1
32,10,18,9.24957430210521,"email",1
33,11,16,9.26850066446406,"email",1
34,5,20,9.59607133481815,"email",1
34,5,15,9.59607133481815,"email",1
35,1,3,9.79430558108993,"email",1
36,17,6,9.83075707975158,"email",1
37,1,9,10.2176964190049,"email",1
38,3,4,10.3325252928662,"email",1
38,3,17,10.3325252928662,"email",1
39,16,11,10.6456212891308,"email",1
