"event_id","sender","time","mr_size","n_receivers_observed"
1,13,0.702448966787814,1,1
2,15,1.00398886970684,1,1
3,4,1.08137385736722,1,1
4,16,1.52614064496748,1,1
5,8,1.60505479359883,1,1
6,1,1.93620208438478,1,1
7,17,2.73115986619294,1,1
8,14,3.12176193757232,1,1
9,19,3.54725478258773,1,1
10,4,3.64103587603561,1,1
11,18,4.0281528003015,1,1
12,14,4.06793653643318,1,1
13,9,4.47692386131672,1,1
14,16,4.92316435385673,1,1
15,12,4.953258176386,1,1
16,13,5.06205662533211,1,1
17,10,5.1552389432143,1,1
18,20,5.71978885700978,1,1
19,18,6.10483676685024,1,1
20,7,6.22961343214272,1,1
21,3,6.43340104529755,1,1
22,14,6.45126771932761,1,1
23,14,6.79507875522985,1,1
24,3,7.188979045823,1,1
25,10,7.63595753561088,1,1
26,3,7.7101106065405,1,1
27,11,7.86280470834318,1,1
28,11,7.99085971787964,1,1
29,6,8.1965327503858,1,1
30,18,8.95337479881665,1,1
31,9,9.21624479830396,1,1
32,10,9.24957430210521,1,1
33,11,9.26850066446406,1,1
34,5,9.59607133481815,1,1
35,1,9.79430558108993,1,1
36,17,9.83075707975158,1,1
37,1,10.2176964190049,1,1
38,3,10.3325252928662,1,1
39,16,10.6456212891308,1,1
40,12,10.8940650062773,1,1
41,3,10.9875889066382,1,1
42,2,11.0742688196567,1,1
43,17,11.2313497550106,1,1
44,19,11.6862897704612,1,1
45,16,12.6211177887162,1,1
46,1,12.8078822446495,1,1
47,2,13.2782514989079,1,1
48,13,13.5073421922543,1,1
49,12,13.7454990921578,1,1
50,11,14.6288645518858,1,1
51,5,14.8811345941735,1,1
52,16,15.5684805352921,1,1
53,14,15.8619221146836,1,1
54,17,15.9915444523197,1,1
55,16,16.1269535195338,1,1
56,18,16.1367027277656,1,1
57,16,16.2188238623505,1,1
58,13,16.579543264697,1,1
59,9,17.3325452232526,1,1
60,18,17.4495446750162,1,1
61,7,17.4870815954941,1,1
62,3,17.5389419885518,1,1
63,4,17.8409674404375,1,1
64,3,17.9266411499485,1,1
65,16,17.9628895925423,1,1
66,3,18.1789258783269,1,1
67,4,18.3646342163769,1,1
68,14,18.4024757830874,1,1
69,4,18.8039693165109,1,1
70,6,18.8408864411209,1,1
71,5,19.0037195653746,1,1
72,15,19.2446904643016,1,1
73,5,19.6363316545848,1,1
74,17,20.0763750457682,1,1
75,16,20.1769822558642,1,1
76,4,20.1976654589266,1,1
77,10,20.3559826883729,1,1
78,4,20.6618287717561,1,1
79,18,22.5435038874619,1,1
80,19,22.8150430507501,1,1
81,12,23.1172955855063,1,1
82,20,23.1331944166535,1,1
83,20,23.2640680037095,1,1
84,7,23.4778722322315,1,1
85,14,23.8134992405237,1,1
86,16,23.8247747176716,1,1
87,17,23.9132846140122,1,1
88,18,24.4336465557452,1,1
89,20,24.9479261376478,1,1
90,5,25.2088341104501,1,1
91,4,25.9110964587772,1,1
92,6,26.0879654107254,1,1
93,1,26.139647342185,1,1
94,7,26.1718876007323,1,1
95,11,26.4976413299092,1,1
96,15,26.6928281314987,1,1
97,5,27.0042445401802,1,1
98,18,27.0354333326385,1,1
99,16,28.4577695977691,1,1
100,18,28.4981957023746,1,1
101,18,28.8074784034939,1,1
102,9,29.180587827409,1,1
103,18,29.5569499948252,1,1
104,11,29.6905807585201,1,1
105,6,29.6988194936107,1,1
106,5,30.1072189507572,1,1
107,5,30.8396561772682,1,1
108,8,31.2392307130845,1,1
109,11,31.6892713852057,1,1
110,3,31.8153207104926,1,1
111,1,31.8783180565396,1,1
112,2,32.2899147690083,1,1
113,11,33.100114914285,1,1
114,1,33.6662082466815,1,1
115,3,33.7219159412564,1,1
116,11,34.3912864779693,1,1
117,2,34.5133226661317,1,1
118,16,34.6498454758962,1,1
119,3,34.804747074957,1,1
120,16,35.1103350825407,1,1
121,2,35.1270399680673,1,1
122,16,35.1925419324537,1,1
123,16,35.5121679163984,1,1
124,9,35.5922294150522,1,1
125,16,35.8127744668557,1,1
126,16,35.8681658634394,1,1
127,13,36.0697080258464,1,1
128,4,36.1618284246305,1,1
129,16,36.3600401208985,1,1
130,12,36.4551735200334,1,1
131,3,36.6271428035819,1,1
132,10,36.6332280591386,1,1
133,2,36.726145485195,1,1
134,9,37.2301420845453,1,1
135,13,37.3341612375983,1,1
136,16,37.9480999994081,1,1
137,16,38.2789096514174,1,1
138,12,38.6016236238683,1,1
139,4,39.004575768726,1,1
140,14,39.5207994979637,1,1
141,2,39.6421335527028,1,1
142,14,39.9635673520151,1,1
143,5,39.9723590299233,1,1
144,13,40.0956544458326,1,1
145,5,40.1545340930983,1,1
146,12,40.2118015577986,1,1
147,10,40.3038436707721,1,1
148,7,40.8521005498776,1,1
149,3,41.0462008737951,1,1
150,14,41.2328811080582,1,1
151,7,41.5963837861518,1,1
152,11,41.7645994155682,1,1
153,13,42.1794021154578,1,1
154,16,42.7283648358493,1,1
155,9,42.77029583032,1,1
156,13,42.9943931692066,1,1
157,16,43.2000123901837,1,1
158,19,43.2552685587263,1,1
159,10,43.3648292356729,1,1
160,14,43.4367622969469,1,1
161,19,43.467725745941,1,1
162,8,43.7449925142064,1,1
163,8,43.95599920593,1,1
164,15,44.0077728933565,1,1
165,8,44.6049154887927,1,1
166,9,44.745901739329,1,1
167,19,44.8659683916742,1,1
168,13,45.5438933921297,1,1
169,16,45.8791304764653,1,1
170,1,46.2853959796528,1,1
171,12,46.3597078841874,1,1
172,17,46.5542154556222,1,1
173,8,46.6180646689514,1,1
174,8,46.7939326305451,1,1
175,8,47.05133012353,1,1
176,14,47.3798442734871,1,1
177,5,47.3948656539852,1,1
178,19,47.4065365075586,1,1
179,8,47.7061760462363,1,1
180,10,47.7735914389756,1,1
181,11,47.7804358914936,1,1
182,16,47.8483682551642,1,1
183,3,48.2334515425911,1,1
184,10,48.3790786535563,1,1
185,3,48.5749963871132,1,1
186,10,48.6086609955245,1,1
187,11,48.9568312271573,1,1
188,16,49.0054793701697,1,1
189,14,49.0519893520341,1,1
190,11,49.0584506390686,1,1
191,11,49.0685572153941,1,1
192,9,50.1235458438329,1,1
193,18,50.3183578711952,1,1
194,11,50.808277417401,1,1
195,4,50.8658330598564,1,1
196,15,51.4317869545909,1,1
197,14,51.7201003770422,1,1
198,17,51.8893806582807,1,1
199,14,52.3343091809505,1,1
200,3,52.3689384636516,1,1
201,2,52.9511261018376,1,1
202,8,53.3564619376145,1,1
203,16,53.3654443404894,1,1
204,14,53.4101846683284,1,1
205,1,53.8673819501849,1,1
206,11,54.0987243349202,1,1
207,1,54.6580017168419,1,1
208,6,55.0158033446491,1,1
209,10,55.025611955804,1,1
210,10,55.1198905436263,1,1
211,11,55.1490565329381,1,1
212,3,55.2222412813479,1,1
213,16,55.5664266162837,1,1
214,4,55.5814509405485,1,1
215,6,55.6601543466519,1,1
216,11,55.666605118383,1,1
217,19,55.7966957635646,1,1
218,7,56.0515641717276,1,1
219,12,56.67145786285,1,1
220,2,56.8273132280563,1,1
221,15,57.0429577100006,1,1
222,3,57.3223394467054,1,1
223,15,57.3502212233234,1,1
224,14,57.8493690225904,1,1
225,2,57.8766329014012,1,1
226,3,58.0233090182037,1,1
227,2,58.3944065002068,1,1
228,18,58.4841297844482,1,1
229,9,58.6587598017829,1,1
230,20,58.6847608707237,1,1
231,17,58.9061058723893,1,1
232,9,59.205010033194,1,1
233,15,59.2892912041461,1,1
234,12,59.4687625749035,1,1
235,20,60.0285546116953,1,1
236,18,60.4286727872517,1,1
237,13,60.6452869193174,1,1
238,18,60.8286031435459,1,1
239,14,61.1613673068855,1,1
240,18,61.3590637891581,1,1
241,4,61.3881242439757,1,1
242,17,62.0309605876446,1,1
243,7,62.04623826591,1,1
244,18,62.2463978636347,1,1
245,7,62.7522889625487,1,1
246,15,63.1424097828253,1,1
247,17,63.6016288984271,1,1
248,19,63.6953133631421,1,1
249,4,63.7485270380705,1,1
250,19,63.8801060677961,1,1
251,16,64.1032690634093,1,1
252,13,64.9610803015173,1,1
253,19,64.9872205120943,1,1
254,2,65.7456960837976,1,1
255,15,65.8612975299568,1,1
256,5,66.5029595965195,1,1
257,11,66.6385359337359,1,1
258,11,67.1667222264752,1,1
259,10,67.4868662279685,1,1
260,18,67.6343766333703,1,1
261,12,67.7013623686845,1,1
262,5,67.7856514789133,1,1
263,4,67.8074138503752,1,1
264,14,67.9899997274512,1,1
265,2,68.007903326517,1,1
266,6,68.2962529286995,1,1
267,5,69.0696600446008,1,1
268,14,69.4504656111351,1,1
269,7,70.1748889280034,1,1
270,14,70.2246182078589,1,1
271,20,70.3346472675315,1,1
272,1,70.495660567379,1,1
273,19,70.7816831254006,1,1
274,18,70.8381567052401,1,1
275,18,71.08733968103,1,1
276,19,71.4868087129931,1,1
277,12,71.8670041722845,1,1
278,1,71.9393110982953,1,1
279,4,72.0855399911583,1,1
280,18,72.1913913900148,1,1
281,5,72.3171436227852,1,1
282,10,72.3971959677511,1,1
283,20,72.4830917287884,1,1
284,2,72.5381745840875,1,1
285,9,72.7976264072878,1,1
286,2,72.8629439348166,1,1
287,8,73.0991730211557,1,1
288,19,73.2752310669339,1,1
289,5,73.2832443877453,1,1
290,3,73.7981908547447,1,1
291,15,73.8839675080408,1,1
292,16,74.0571108296669,1,1
293,5,74.1085741513568,1,1
294,10,74.1406058198832,1,1
295,10,74.3722034407046,1,1
296,4,74.518470252904,1,1
297,18,74.5615890406995,1,1
298,15,74.7841346401695,1,1
299,11,75.2121618801902,1,1
300,11,75.5616040158709,1,1
301,10,75.5696988926934,1,1
302,11,75.6086134907838,1,1
303,17,75.7323718892697,1,1
304,17,75.8613960404325,1,1
305,19,76.6001304368952,1,1
306,14,76.6124516888127,1,1
307,5,76.6559445283507,1,1
308,14,76.9505486492629,1,1
309,16,77.2685134192755,1,1
310,18,77.3434835080292,1,1
311,13,77.4949324775615,1,1
312,19,77.6495963035393,1,1
313,14,77.936647289149,1,1
314,15,77.9718065688161,1,1
315,17,78.6171839469793,1,1
316,9,78.6785428288557,1,1
317,17,79.181123544612,1,1
318,17,79.2539667895727,1,1
319,9,79.2780766369452,1,1
320,19,79.860844360229,1,1
321,12,79.9800971846616,1,1
322,13,80.3699103095782,1,1
323,14,80.7721576894397,1,1
324,10,81.311386358616,1,1
325,1,81.5137328648353,1,1
326,9,81.5463016596808,1,1
327,13,81.5912461077422,1,1
328,4,81.6482424083895,1,1
329,8,81.6683621918784,1,1
330,3,81.9229297147852,1,1
331,5,82.6188475468546,1,1
332,2,82.7243483351656,1,1
333,11,82.9717704067969,1,1
334,14,83.1634206803131,1,1
335,7,83.2993364010473,1,1
336,10,83.5531306917431,1,1
337,3,83.5884170468115,1,1
338,17,83.8407355611462,1,1
339,11,84.2906441784274,1,1
340,16,84.5100215109179,1,1
341,10,84.5662260539261,1,1
342,13,84.629263692365,1,1
343,13,85.1732465197942,1,1
344,1,85.2260833044702,1,1
345,12,85.2436956712494,1,1
346,8,85.4323743276581,1,1
347,14,85.8056572049757,1,1
348,17,86.0041366578817,1,1
349,11,86.0721575919715,1,1
350,17,86.1315148859956,1,1
351,16,86.1393795646443,1,1
352,13,86.6274515416973,1,1
353,13,86.6513127486157,1,1
354,4,86.7105402694111,1,1
355,16,86.7366896250133,1,1
356,17,86.8194991863917,1,1
357,3,87.0528987681491,1,1
358,5,87.2962504479605,1,1
359,11,87.3650915296132,1,1
360,15,87.5748360387472,1,1
361,18,87.713571452373,1,1
362,20,87.9691703164624,1,1
363,11,88.0302230974377,1,1
364,17,88.3186531082281,1,1
365,6,88.4194731134837,1,1
366,6,88.5349091170095,1,1
367,10,88.6620385072778,1,1
368,1,89.3671898187662,1,1
369,20,89.4440496360021,1,1
370,14,89.4972447857925,1,1
371,17,89.8346883524944,1,1
372,10,90.0281648452134,1,1
373,19,90.2565328829294,1,1
374,5,90.4516740402443,1,1
375,12,90.5027912074767,1,1
376,3,90.5367632080377,1,1
377,12,90.5431398917039,1,1
378,12,90.6660819082966,1,1
379,1,90.8878316019639,1,1
380,14,90.8909380172373,1,1
381,15,90.975601874132,1,1
382,7,90.9968072463799,1,1
383,6,90.9979206257845,1,1
384,15,91.1661162399557,1,1
385,3,91.3655335885597,1,1
386,19,91.4886996224917,1,1
387,15,91.5772453953631,1,1
388,14,91.935362498681,1,1
389,4,92.1518087176971,1,1
390,2,92.489096777696,1,1
391,10,92.5579986347345,1,1
392,15,92.7891239255033,1,1
393,20,92.8666975256294,1,1
394,3,92.9941100326046,1,1
395,2,93.0063840389314,1,1
396,4,93.4303179168722,1,1
397,2,93.5915999033184,1,1
398,10,93.8631451141454,1,1
399,19,94.0016717029945,1,1
400,7,94.0921936137605,1,1
401,15,94.4373563236738,1,1
402,13,94.5056697748339,1,1
403,5,94.7329484837768,1,1
404,11,94.7426590765656,1,1
405,13,94.7753819569723,1,1
406,18,95.0760071124124,1,1
407,2,95.1306289083214,1,1
408,15,95.4421128921368,1,1
409,12,95.5468411267369,1,1
410,7,95.561003613576,1,1
411,1,95.5840561080971,1,1
412,11,96.1370894786523,1,1
413,10,96.2336297135744,1,1
414,16,96.5637112347717,1,1
415,12,96.7642704104715,1,1
416,11,96.8377415458633,1,1
417,20,96.9844420115173,1,1
418,3,97.0171661347265,1,1
419,7,97.1646746300613,1,1
420,10,97.4724365884507,1,1
421,13,97.7029228132076,1,1
422,11,97.7172018539476,1,1
423,9,97.8599967321373,1,1
424,14,98.1071107355679,1,1
425,2,98.2030752185329,1,1
426,8,98.3851561788675,1,1
427,16,98.5609948599769,1,1
428,15,98.7789243539611,1,1
429,19,98.7848432056661,1,1
430,7,98.7910829388355,1,1
431,14,99.0723757970072,1,1
