"time","sender","receiver","event_id"
0.702448966787814,13,20,1
1.00398886970684,15,11,2
1.08137385736722,4,20,3
1.52614064496748,16,20,4
1.60505479359883,8,7,5
1.93620208438478,1,6,6
2.73115986619294,17,18,7
3.12176193757232,14,10,8
3.54725478258773,19,17,9
3.64103587603561,4,8,10
4.0281528003015,18,16,11
4.06793653643318,14,15,12
4.47692386131672,9,17,13
4.92316435385673,16,18,14
4.953258176386,12,4,15
5.06205662533211,13,18,16
5.1552389432143,10,9,17
5.71978885700978,20,17,18
6.10483676685024,18,8,19
6.22961343214272,7,12,20
6.43340104529755,3,16,21
6.45126771932761,14,6,22
6.79507875522985,14,17,23
7.188979045823,3,9,24
7.63595753561088,10,17,25
7.7101106065405,3,12,26
7.86280470834318,11,4,27
7.99085971787964,11,17,28
8.1965327503858,6,9,29
8.95337479881665,18,1,30
9.21624479830396,9,3,31
9.24957430210521,10,18,32
9.26850066446406,11,16,33
9.59607133481815,5,20,34
9.79430558108993,1,3,35
9.83075707975158,17,6,36
10.2176964190049,1,9,37
10.3325252928662,3,4,38
10.6456212891308,16,11,39
10.8940650062773,12,2,40
10.9875889066382,3,7,41
11.0742688196567,2,13,42
11.2313497550106,17,4,43
11.6862897704612,19,16,44
12.6211177887162,16,7,45
12.8078822446495,1,3,46
13.2782514989079,2,4,47
13.5073421922543,13,6,48
13.7454990921578,12,15,49
14.6288645518858,11,19,50
14.8811345941735,5,6,51
15.5684805352921,16,15,52
15.8619221146836,14,3,53
15.9915444523197,17,6,54
16.1269535195338,16,10,55
16.1367027277656,18,11,56
16.2188238623505,16,3,57
16.579543264697,13,2,58
17.3325452232526,9,1,59
17.4495446750162,18,5,60
17.4870815954941,7,1,61
17.5389419885518,3,8,62
17.8409674404375,4,20,63
17.9266411499485,3,12,64
17.9628895925423,16,11,65
18.1789258783269,3,12,66
18.3646342163769,4,9,67
18.4024757830874,14,9,68
18.8039693165109,4,11,69
18.8408864411209,6,15,70
19.0037195653746,5,7,71
19.2446904643016,15,17,72
19.6363316545848,5,9,73
20.0763750457682,17,1,74
20.1769822558642,16,3,75
20.1976654589266,4,16,76
20.3559826883729,10,16,77
20.6618287717561,4,8,78
22.5435038874619,18,11,79
22.8150430507501,19,11,80
23.1172955855063,12,8,81
23.1331944166535,20,6,82
23.2640680037095,20,2,83
23.4778722322315,7,9,84
23.8134992405237,14,16,85
23.8247747176716,16,4,86
23.9132846140122,17,12,87
24.4336465557452,18,4,88
24.9479261376478,20,11,89
25.2088341104501,5,10,90
25.9110964587772,4,2,91
26.0879654107254,6,4,92
26.139647342185,1,15,93
26.1718876007323,7,16,94
26.4976413299092,11,17,95
26.6928281314987,15,1,96
27.0042445401802,5,17,97
27.0354333326385,18,16,98
28.4577695977691,16,2,99
28.4981957023746,18,11,100
28.8074784034939,18,15,101
29.180587827409,9,5,102
29.5569499948252,18,11,103
29.6905807585201,11,18,104
29.6988194936107,6,3,105
30.1072189507572,5,14,106
30.8396561772682,5,6,107
31.2392307130845,8,15,108
31.6892713852057,11,3,109
31.8153207104926,3,18,110
31.8783180565396,1,11,111
32.2899147690083,2,16,112
33.100114914285,11,12,113
33.6662082466815,1,12,114
33.7219159412564,3,18,115
34.3912864779693,11,5,116
34.5133226661317,2,3,117
34.6498454758962,16,12,118
34.804747074957,3,7,119
35.1103350825407,16,9,120
35.1270399680673,2,16,121
35.1925419324537,16,20,122
35.5121679163984,16,9,123
35.5922294150522,9,11,124
35.8127744668557,16,8,125
35.8681658634394,16,9,126
36.0697080258464,13,10,127
36.1618284246305,4,3,128
36.3600401208985,16,15,129
36.4551735200334,12,10,130
36.6271428035819,3,9,131
36.6332280591386,10,7,132
36.726145485195,2,17,133
37.2301420845453,9,1,134
37.3341612375983,13,6,135
37.9480999994081,16,19,136
38.2789096514174,16,14,137
38.6016236238683,12,19,138
39.004575768726,4,7,139
39.5207994979637,14,7,140
39.6421335527028,2,15,141
39.9635673520151,14,18,142
39.9723590299233,5,18,143
40.0956544458326,13,14,144
40.1545340930983,5,14,145
40.2118015577986,12,9,146
40.3038436707721,10,8,147
40.8521005498776,7,16,148
41.0462008737951,3,2,149
41.2328811080582,14,11,150
41.5963837861518,7,10,151
41.7645994155682,11,20,152
42.1794021154578,13,12,153
42.7283648358493,16,18,154
42.77029583032,9,20,155
42.9943931692066,13,6,156
43.2000123901837,16,7,157
43.2552685587263,19,20,158
43.3648292356729,10,15,159
43.4367622969469,14,11,160
43.467725745941,19,14,161
43.7449925142064,8,15,162
43.95599920593,8,2,163
44.0077728933565,15,3,164
44.6049154887927,8,14,165
44.745901739329,9,11,166
44.8659683916742,19,20,167
45.5438933921297,13,17,168
45.8791304764653,16,15,169
46.2853959796528,1,19,170
46.3597078841874,12,9,171
46.5542154556222,17,20,172
46.6180646689514,8,13,173
46.7939326305451,8,19,174
47.05133012353,8,2,175
47.3798442734871,14,11,176
47.3948656539852,5,8,177
47.4065365075586,19,12,178
47.7061760462363,8,19,179
47.7735914389756,10,15,180
47.7804358914936,11,16,181
47.8483682551642,16,9,182
48.2334515425911,3,10,183
48.3790786535563,10,16,184
48.5749963871132,3,5,185
48.6086609955245,10,18,186
48.9568312271573,11,1,187
49.0054793701697,16,2,188
49.0519893520341,14,13,189
49.0584506390686,11,18,190
49.0685572153941,11,9,191
50.1235458438329,9,10,192
50.3183578711952,18,14,193
50.808277417401,11,7,194
50.8658330598564,4,11,195
51.4317869545909,15,6,196
51.7201003770422,14,4,197
51.8893806582807,17,11,198
52.3343091809505,14,7,199
52.3689384636516,3,7,200
52.9511261018376,2,8,201
53.3564619376145,8,9,202
53.3654443404894,16,19,203
53.4101846683284,14,18,204
53.8673819501849,1,10,205
54.0987243349202,11,3,206
54.6580017168419,1,19,207
55.0158033446491,6,1,208
55.025611955804,10,7,209
55.1198905436263,10,8,210
55.1490565329381,11,15,211
55.2222412813479,3,18,212
55.5664266162837,16,20,213
55.5814509405485,4,19,214
55.6601543466519,6,20,215
55.666605118383,11,1,216
55.7966957635646,19,2,217
56.0515641717276,7,19,218
56.67145786285,12,17,219
56.8273132280563,2,7,220
57.0429577100006,15,2,221
57.3223394467054,3,10,222
57.3502212233234,15,6,223
57.8493690225904,14,10,224
57.8766329014012,2,20,225
58.0233090182037,3,1,226
58.3944065002068,2,19,227
58.4841297844482,18,19,228
58.6587598017829,9,16,229
58.6847608707237,20,17,230
58.9061058723893,17,1,231
59.205010033194,9,2,232
59.2892912041461,15,11,233
59.4687625749035,12,4,234
60.0285546116953,20,12,235
60.4286727872517,18,12,236
60.6452869193174,13,16,237
60.8286031435459,18,1,238
61.1613673068855,14,1,239
61.3590637891581,18,16,240
61.3881242439757,4,12,241
62.0309605876446,17,5,242
62.04623826591,7,10,243
62.2463978636347,18,20,244
62.7522889625487,7,18,245
63.1424097828253,15,6,246
63.6016288984271,17,8,247
63.6953133631421,19,4,248
63.7485270380705,4,16,249
63.8801060677961,19,3,250
64.1032690634093,16,11,251
64.9610803015173,13,7,252
64.9872205120943,19,4,253
65.7456960837976,2,12,254
65.8612975299568,15,17,255
66.5029595965195,5,15,256
66.6385359337359,11,8,257
67.1667222264752,11,2,258
67.4868662279685,10,6,259
67.6343766333703,18,14,260
67.7013623686845,12,17,261
67.7856514789133,5,13,262
67.8074138503752,4,11,263
67.9899997274512,14,7,264
68.007903326517,2,8,265
68.2962529286995,6,8,266
69.0696600446008,5,15,267
69.4504656111351,14,5,268
70.1748889280034,7,16,269
70.2246182078589,14,8,270
70.3346472675315,20,12,271
70.495660567379,1,5,272
70.7816831254006,19,20,273
70.8381567052401,18,9,274
71.08733968103,18,9,275
71.4868087129931,19,16,276
71.8670041722845,12,7,277
71.9393110982953,1,13,278
72.0855399911583,4,20,279
72.1913913900148,18,20,280
72.3171436227852,5,19,281
72.3971959677511,10,16,282
72.4830917287884,20,2,283
72.5381745840875,2,7,284
72.7976264072878,9,18,285
72.8629439348166,2,13,286
73.0991730211557,8,2,287
73.2752310669339,19,9,288
73.2832443877453,5,20,289
73.7981908547447,3,10,290
73.8839675080408,15,12,291
74.0571108296669,16,15,292
74.1085741513568,5,4,293
74.1406058198832,10,12,294
74.3722034407046,10,1,295
74.518470252904,4,2,296
74.5615890406995,18,13,297
74.7841346401695,15,10,298
75.2121618801902,11,17,299
75.5616040158709,11,17,300
75.5696988926934,10,11,301
75.6086134907838,11,20,302
75.7323718892697,17,3,303
75.8613960404325,17,3,304
76.6001304368952,19,3,305
76.6124516888127,14,19,306
76.6559445283507,5,1,307
76.9505486492629,14,7,308
77.2685134192755,16,14,309
77.3434835080292,18,19,310
77.4949324775615,13,12,311
77.6495963035393,19,20,312
77.936647289149,14,12,313
77.9718065688161,15,1,314
78.6171839469793,17,9,315
78.6785428288557,9,16,316
79.181123544612,17,8,317
79.2539667895727,17,11,318
79.2780766369452,9,11,319
79.860844360229,19,3,320
79.9800971846616,12,8,321
80.3699103095782,13,14,322
80.7721576894397,14,10,323
81.311386358616,10,7,324
81.5137328648353,1,9,325
81.5463016596808,9,20,326
81.5912461077422,13,1,327
81.6482424083895,4,6,328
81.6683621918784,8,7,329
81.9229297147852,3,19,330
82.6188475468546,5,14,331
82.7243483351656,2,1,332
82.9717704067969,11,5,333
83.1634206803131,14,3,334
83.2993364010473,7,15,335
83.5531306917431,10,3,336
83.5884170468115,3,1,337
83.8407355611462,17,10,338
84.2906441784274,11,9,339
84.5100215109179,16,14,340
84.5662260539261,10,9,341
84.629263692365,13,11,342
85.1732465197942,13,3,343
85.2260833044702,1,19,344
85.2436956712494,12,10,345
85.4323743276581,8,19,346
85.8056572049757,14,16,347
86.0041366578817,17,2,348
86.0721575919715,11,16,349
86.1315148859956,17,8,350
86.1393795646443,16,4,351
86.6274515416973,13,5,352
86.6513127486157,13,11,353
86.7105402694111,4,6,354
86.7366896250133,16,9,355
86.8194991863917,17,16,356
87.0528987681491,3,19,357
87.2962504479605,5,8,358
87.3650915296132,11,19,359
87.5748360387472,15,19,360
87.713571452373,18,6,361
87.9691703164624,20,18,362
88.0302230974377,11,16,363
88.3186531082281,17,13,364
88.4194731134837,6,15,365
88.5349091170095,6,19,366
88.6620385072778,10,4,367
89.3671898187662,1,13,368
89.4440496360021,20,19,369
89.4972447857925,14,8,370
89.8346883524944,17,13,371
90.0281648452134,10,3,372
90.2565328829294,19,16,373
90.4516740402443,5,11,374
90.5027912074767,12,6,375
90.5367632080377,3,10,376
90.5431398917039,12,14,377
90.6660819082966,12,3,378
90.8878316019639,1,15,379
90.8909380172373,14,5,380
90.975601874132,15,12,381
90.9968072463799,7,3,382
90.9979206257845,6,9,383
91.1661162399557,15,16,384
91.3655335885597,3,7,385
91.4886996224917,19,16,386
91.5772453953631,15,12,387
91.935362498681,14,9,388
92.1518087176971,4,15,389
92.489096777696,2,14,390
92.5579986347345,10,20,391
92.7891239255033,15,11,392
92.8666975256294,20,3,393
92.9941100326046,3,13,394
93.0063840389314,2,4,395
93.4303179168722,4,18,396
93.5915999033184,2,8,397
93.8631451141454,10,12,398
94.0016717029945,19,7,399
94.0921936137605,7,14,400
94.4373563236738,15,12,401
94.5056697748339,13,5,402
94.7329484837768,5,15,403
94.7426590765656,11,16,404
94.7753819569723,13,1,405
95.0760071124124,18,9,406
95.1306289083214,2,17,407
95.4421128921368,15,5,408
95.5468411267369,12,14,409
95.561003613576,7,14,410
95.5840561080971,1,8,411
96.1370894786523,11,20,412
96.2336297135744,10,7,413
96.5637112347717,16,2,414
96.7642704104715,12,8,415
96.8377415458633,11,3,416
96.9844420115173,20,15,417
97.0171661347265,3,15,418
97.1646746300613,7,4,419
97.4724365884507,10,9,420
97.7029228132076,13,10,421
97.7172018539476,11,3,422
97.8599967321373,9,14,423
98.1071107355679,14,13,424
98.2030752185329,2,11,425
98.3851561788675,8,12,426
98.5609948599769,16,4,427
98.7789243539611,15,1,428
98.7848432056661,19,11,429
98.7910829388355,7,12,430
99.0723757970072,14,16,431
99.1094184654628,16,12,432
99.370188959347,14,10,433
99.3778396610248,6,11,434
99.7101437108426,2,6,435
100.608184829943,12,10,436
100.621082291713,7,1,437
100.749667623406,19,5,438
100.858104050058,3,4,439
101.273490136448,10,17,440
101.284236517253,18,20,441
101.394364569767,11,5,442
101.424434054341,9,20,443
101.592013828564,20,14,444
101.66576408214,10,13,445
101.677461729329,9,3,446
101.793664659609,20,6,447
101.834679917637,20,19,448
101.846421253646,13,3,449
102.211598107015,5,20,450
102.227386132964,16,9,451
102.233232833234,4,15,452
102.249437791458,13,16,453
102.674002703518,1,17,454
102.852875586347,4,9,455
103.049031488251,6,8,456
103.118285644016,1,11,457
103.297112156301,13,16,458
103.35807825829,13,10,459
103.877312776963,8,17,460
104.058507443946,12,17,461
104.08088770812,19,17,462
104.155719244067,9,15,463
104.309758612235,6,12,464
104.355579120492,20,7,465
104.476804573272,16,11,466
104.610429074828,20,4,467
104.636935334367,17,11,468
104.692851698035,4,16,469
104.71617432846,15,8,470
104.731531124733,7,10,471
104.824050635078,15,11,472
105.01683401565,15,4,473
105.038744714199,15,9,474
105.090577468904,4,5,475
105.652734780418,13,15,476
106.095830709315,5,18,477
106.244061333286,6,12,478
106.302755293229,8,18,479
106.545366467581,10,9,480
106.750970184929,8,17,481
106.978868062229,19,20,482
107.36871837387,18,14,483
107.524829493494,7,9,484
107.589174262324,16,14,485
107.624208727717,17,11,486
107.831566190841,11,18,487
107.884205002216,12,8,488
107.983646359319,11,20,489
108.086124776613,17,3,490
108.262265779691,17,14,491
108.32430906941,16,18,492
108.330216686327,10,11,493
108.603642353561,16,1,494
108.609222385449,16,15,495
108.662927165377,15,9,496
108.732854015112,16,4,497
108.795847664858,17,12,498
108.811834610753,14,3,499
109.33474539345,4,11,500
109.348016352448,17,19,501
109.495720996382,12,16,502
109.529791324015,3,16,503
109.551858302334,4,1,504
109.568346682404,5,9,505
109.872992301051,5,11,506
109.988297170349,1,6,507
110.130527650547,20,13,508
110.187942875949,2,4,509
110.268967901701,11,16,510
110.351516184025,7,20,511
110.555268077117,1,15,512
110.698766387153,7,14,513
110.738827513961,20,16,514
110.817767015156,20,3,515
110.833762914471,11,17,516
110.845169553722,18,11,517
111.100600365861,3,20,518
111.62561542509,3,7,519
111.878175767412,14,9,520
112.20889341519,4,7,521
112.292001828531,2,11,522
112.450079545322,11,19,523
112.530759758214,20,5,524
112.690092164365,10,17,525
112.752722912732,3,19,526
112.890777501253,13,10,527
112.90542259172,16,4,528
112.983777089867,13,17,529
113.159599131326,5,12,530
113.168583792969,12,18,531
113.187272114022,15,14,532
113.254411066913,5,4,533
113.382356646643,18,17,534
113.496844203051,11,15,535
113.618623494612,13,15,536
113.72561819774,4,2,537
113.746026036243,5,14,538
113.845493798244,9,8,539
113.911347533329,7,3,540
114.053891112657,18,5,541
114.257485629484,5,18,542
114.298275326146,11,16,543
114.371832862584,9,14,544
114.539775242517,17,3,545
114.575366955788,3,16,546
114.620209928995,16,8,547
114.708899337158,16,11,548
114.805717089957,15,1,549
114.847616088722,14,3,550
114.950159607655,2,15,551
115.017751730297,6,16,552
115.061572341728,6,1,553
115.141932537467,2,12,554
115.3351841785,7,3,555
115.395220708985,11,13,556
115.490095510078,16,12,557
115.510199499503,19,5,558
116.240403112868,18,2,559
116.379293817568,20,16,560
116.567208117115,3,18,561
116.773119040187,20,18,562
116.804709129372,16,14,563
117.93777152538,15,20,564
118.12527286674,6,11,565
118.380824794486,13,5,566
118.583130744758,7,1,567
118.680323669172,3,7,568
118.687281678178,15,8,569
119.082489054144,4,20,570
119.488373841907,18,16,571
120.17940865678,14,6,572
120.223940498879,4,9,573
120.258330499784,4,14,574
120.275603031629,1,10,575
120.418257051813,2,17,576
120.441142447443,2,6,577
120.621584504236,5,13,578
120.644961177998,15,18,579
120.89443233975,2,6,580
121.203663094887,2,3,581
121.223903253306,6,7,582
121.292858610344,3,15,583
121.296942334883,6,2,584
121.412841143131,12,19,585
121.692342489241,10,14,586
122.080731148592,7,3,587
122.103262559105,1,11,588
122.159753842626,16,15,589
122.332478491482,5,15,590
122.378660180872,8,3,591
122.486716577947,11,16,592
122.610119267203,8,3,593
123.046486812256,10,18,594
123.103872114293,2,1,595
123.419228599629,5,8,596
123.585069420275,12,15,597
123.717498797302,2,15,598
123.851188920406,8,12,599
123.883688396556,3,11,600
123.902129031432,10,7,601
123.993432017534,16,11,602
124.3005130332,8,12,603
124.470437906709,6,12,604
124.733318050179,6,17,605
124.735860899779,11,15,606
124.846281968499,14,15,607
124.883726028945,16,14,608
124.913128015109,12,6,609
124.946023441391,12,19,610
124.960602192253,7,10,611
125.174148670712,16,10,612
125.209305814099,17,9,613
125.274996212551,14,7,614
125.726368418943,6,15,615
125.801432674662,17,10,616
125.826990081336,19,17,617
126.004940345568,16,10,618
126.020343434689,5,18,619
126.185169884532,18,15,620
